network,registered_country_geoname_id
31.222.40.0/21,783754
31.222.48.0/22,2411586
31.222.64.0/22,146669
31.222.80.0/20,2510769
31.222.128.0/18,2635167
31.222.192.0/21,3017382
31.222.200.0/22,2635167
31.222.224.0/24,2017370
31.222.225.0/24,587116
31.222.226.0/24,597427
31.222.227.0/24,2017370
31.222.228.0/24,614540
31.222.229.0/24,146669
31.222.230.0/24,1819730
31.222.231.0/24,2921044
31.222.232.0/24,2510769
31.222.233.0/24,458258
31.222.234.0/24,614540
31.222.235.0/24,690791
31.222.237.0/24,241170
31.222.238.0/24,617790
31.222.239.0/24,241170
31.222.241.0/24,2017370
31.222.242.0/24,241170
31.222.252.0/24,2750405
31.222.253.0/24,241170
31.222.254.0/24,2921044
31.222.255.0/24,241170
31.223.0.0/17,298795
31.223.128.0/19,3277605
31.223.160.0/20,2750405
31.223.176.0/21,6254930
31.223.184.0/24,2960313
31.223.185.0/24,99237
31.223.187.0/24,1269750
31.223.190.0/24,3017382
31.223.191.0/24,2510769
31.223.192.0/20,1522867
31.223.208.0/20,3277605
31.223.224.0/21,798544
31.223.232.0/21,719819
31.223.240.0/20,3175395
31.224.0.0/11,2921044
32.0.0.0/12,6252001
36.0.0.0/22,1814991
36.0.4.0/22,1282988
36.0.8.0/21,1814991
36.2.0.0/19,1861060
36.2.32.0/21,6252001
36.2.48.0/20,1861060
36.2.112.0/20,6252001
36.2.144.0/20,1861060
36.2.224.0/20,6252001
36.2.240.0/20,1861060
36.3.80.0/20,6252001
36.3.96.0/19,1861060
36.4.0.0/14,1814991
36.8.0.0/13,1861060
36.16.0.0/12,1814991
36.37.38.0/24,2077456
36.37.39.0/24,1814991
36.37.64.0/18,1643084
36.37.128.0/19,1831722
36.38.0.0/15,1835841
36.40.0.0/13,1814991
36.50.0.0/23,2077456
36.50.2.0/24,6252001
36.50.3.0/24,1269750
36.50.6.0/23,2029969
36.50.8.0/22,1210997
36.50.14.0/23,1819730
36.50.16.0/23,1562822
36.50.18.0/23,1210997
36.50.21.0/24,1149361
36.50.22.0/23,1210997
36.50.24.0/22,1562822
36.50.30.0/24,1694008
36.50.31.0/24,1210997
36.50.32.0/23,6252001
36.50.34.0/23,1880251
36.50.36.0/24,1269750
36.50.37.0/24,1252634
36.50.38.0/23,2077456
36.50.40.0/23,1210997
36.50.42.0/24,2077456
36.50.43.0/24,1643084
36.50.48.0/23,1861060
36.50.50.0/24,1269750
36.50.51.0/24,1210997
36.50.52.0/22,1562822
36.50.56.0/23,1643084
36.50.58.0/24,1694008
36.50.59.0/24,1880251
36.50.60.0/22,1562822
36.50.64.0/21,1643084
36.50.72.0/23,1168579
36.50.74.0/23,1210997
36.50.76.0/24,1168579
36.50.77.0/24,1643084
36.50.78.0/23,1269750
36.50.80.0/23,1210997
36.50.82.0/24,1269750
36.50.83.0/24,6252001
36.50.84.0/23,1880251
36.50.86.0/23,1643084
36.50.90.0/24,1819730
36.50.91.0/24,2077456
36.50.92.0/22,1643084
36.50.98.0/23,2077456
36.50.100.0/23,1643084
36.50.102.0/23,1210997
36.50.106.0/23,1643084
36.50.108.0/24,2077456
36.50.109.0/24,1643084
36.50.110.0/23,1694008
36.50.112.0/22,1643084
36.50.116.0/23,1210997
36.50.118.0/23,1269750
36.50.120.0/22,1643084
36.50.124.0/23,1269750
36.50.126.0/23,1643084
36.50.130.0/23,1819730
36.50.132.0/22,1562822
36.50.136.0/21,1643084
36.50.144.0/23,2077456
36.50.146.0/24,1210997
36.50.147.0/24,2077456
36.50.148.0/23,1282988
36.50.150.0/23,1643084
36.50.162.0/23,1269750
36.50.164.0/23,1643084
36.50.166.0/23,1269750
36.50.168.0/22,1643084
36.50.174.0/23,1562822
36.50.179.0/24,1210997
36.50.180.0/23,1643084
36.50.182.0/23,1210997
36.50.184.0/21,1643084
36.50.196.0/24,2077456
36.50.197.0/24,1269750
36.50.198.0/23,1210997
36.50.200.0/22,1643084
36.50.204.0/24,1269750
36.50.205.0/24,1643084
36.50.206.0/23,2186224
36.50.208.0/23,1562822
36.50.210.0/23,1643084
36.50.214.0/24,1269750
36.50.215.0/24,1643084
36.50.221.0/24,1819730
36.50.222.0/23,1643084
36.50.226.0/23,1814991
36.50.228.0/23,1668284
36.50.230.0/23,1733045
36.50.232.0/22,1562822
36.50.238.0/23,1210997
36.50.242.0/23,1643084
36.50.248.0/23,1668284
36.50.250.0/23,1210997
36.50.252.0/24,1861060
36.50.253.0/24,1643084
36.50.254.0/23,1814991
36.52.0.0/14,1861060
36.56.0.0/13,1814991
36.64.0.0/14,1643084
36.96.0.0/11,1814991
36.224.0.0/16,1668284
36.240.0.0/13,1861060
36.248.0.0/14,1814991
36.252.0.0/15,1282988
36.254.0.0/16,1814991
36.255.0.0/20,1269750
36.255.24.0/22,6252001
36.255.28.0/22,1269750
36.255.32.0/22,1168579
36.255.36.0/22,1861060
36.255.40.0/21,1168579
36.255.48.0/22,2077456
36.255.52.0/22,1210997
36.255.56.0/22,1819730
36.255.60.0/22,1694008
36.255.64.0/22,1269750
36.255.68.0/22,1210997
36.255.72.0/21,2077456
36.255.80.0/22,1210997
36.255.84.0/22,1269750
36.255.92.0/24,3202326
36.255.96.0/24,1168579
36.255.104.0/23,1282028
36.255.106.0/23,1694008
36.255.108.0/22,1269750
36.255.112.0/22,2077456
36.255.116.0/22,1814991
36.255.120.0/22,1861060
36.255.124.0/22,1880251
36.255.128.0/22,1814991
36.255.132.0/22,1269750
36.255.140.0/23,1733045
36.255.144.0/22,1831722
36.255.148.0/22,1880251
36.255.156.0/22,1269750
36.255.160.0/22,1861060
36.255.164.0/22,1814991
36.255.168.0/22,1269750
36.255.172.0/22,1814991
36.255.180.0/22,1269750
36.255.192.0/22,1819730
36.255.196.0/22,1269750
36.255.204.0/25,1819730
36.255.208.0/22,1269750
36.255.212.0/24,1168579
36.255.216.0/22,1861060
36.255.220.0/22,1880251
36.255.224.0/21,1269750
36.255.236.0/22,1861060
36.255.240.0/22,1269750
36.255.244.0/22,1694008
36.255.248.0/21,1269750
37.0.0.0/21,2963597
37.0.8.0/24,2750405
37.0.24.0/21,453733
37.0.32.0/19,2658434
37.0.64.0/21,3194884
37.0.72.0/21,3017382
37.0.80.0/20,2750405
37.0.96.0/21,2635167
37.0.104.0/21,2510769
37.0.112.0/24,6252001
37.0.120.0/21,2017370
37.0.128.0/18,2661886
37.1.0.0/18,2017370
37.1.88.0/25,2635167
37.1.104.0/21,2750405
37.1.112.0/20,2921044
37.1.128.0/20,2017370
37.1.144.0/21,298795
37.1.152.0/21,2635167
37.1.160.0/24,2921044
37.1.168.0/24,3017382
37.1.176.0/22,2510769
37.1.184.0/24,660013
37.1.192.0/21,2635167
37.1.232.0/21,3017382
37.2.0.0/15,2661886
37.4.0.0/15,2921044
37.6.0.0/16,390903
37.7.0.0/17,6252001
37.8.0.0/17,6254930
37.8.128.0/20,3277605
37.8.144.0/20,2017370
37.8.160.0/19,3017382
37.8.192.0/18,798544
37.9.0.0/20,2017370
37.9.16.0/20,1522867
37.9.32.0/24,2960313
37.9.36.0/22,2017370
37.9.56.0/21,2635167
37.9.64.0/18,2017370
37.9.136.0/21,3017382
37.9.144.0/20,2017370
37.9.160.0/21,2750405
37.9.168.0/21,3057568
37.9.176.0/21,146669
37.9.184.0/21,2921044
37.9.192.0/21,3077311
37.9.200.0/21,298795
37.9.208.0/21,719819
37.9.216.0/21,2750405
37.9.224.0/22,3175395
37.9.240.0/21,2017370
37.9.248.0/21,130758
37.10.0.0/20,2750405
37.10.64.0/22,130758
37.10.68.0/23,2921044
37.10.70.0/24,2510769
37.10.71.0/24,2921044
37.10.72.0/21,2510769
37.10.80.0/20,3175395
37.10.96.0/21,2921044
37.10.108.0/24,2510769
37.10.109.0/24,130758
37.10.110.0/23,2921044
37.10.112.0/24,2782113
37.10.113.0/24,2635167
37.10.115.0/24,2921044
37.10.116.0/24,3042225
37.10.117.0/24,130758
37.10.118.0/24,2921044
37.10.128.0/20,2510769
37.16.0.0/19,6252001
37.16.32.0/19,102358
37.16.64.0/21,2921044
37.16.72.0/24,2782113
37.16.73.0/24,2017370
37.16.74.0/24,2750405
37.16.75.0/24,798544
37.16.76.0/24,1819730
37.16.77.0/24,2510769
37.16.78.0/24,3017382
37.16.79.0/24,2017370
37.16.88.0/24,241170
37.16.89.0/26,2921044
37.16.90.0/24,2017370
37.16.91.0/24,2750405
37.16.92.0/22,2921044
37.16.96.0/19,660013
37.16.128.0/17,102358
37.17.0.0/17,630336
37.17.128.0/19,99237
37.17.160.0/20,719819
37.17.176.0/21,1522867
37.17.184.0/23,2635167
37.17.192.0/20,248816
37.17.208.0/20,2750405
37.17.224.0/21,2921044
37.17.232.0/21,2658434
37.17.240.0/21,690791
37.17.248.0/21,2661886
37.18.0.0/23,2750405
37.18.2.0/23,2017370
37.18.4.0/23,2750405
37.18.8.0/23,2017370
37.18.11.0/31,2750405
37.18.22.0/24,2017370
37.18.23.0/24,2750405
37.18.27.0/24,2017370
37.18.35.0/24,2750405
37.18.42.0/23,3017382
37.18.44.0/22,3425505
37.18.48.0/21,3144096
37.18.56.0/23,2921044
37.18.58.0/24,587116
37.18.59.0/24,2750405
37.18.64.0/21,3144096
37.18.72.0/22,2017370
37.18.78.0/23,2750405
37.18.83.0/24,2017370
37.18.85.0/24,2750405
37.18.88.0/23,2017370
37.18.92.0/22,2750405
37.18.100.0/23,2017370
37.18.103.0/24,2750405
37.18.107.0/24,2017370
37.18.123.0/24,2750405
37.18.128.0/27,2635167
37.18.132.0/22,2510769
37.18.136.0/21,3042225
37.18.144.0/21,2963597
37.18.152.0/21,2017370
37.18.160.0/21,3017382
37.18.176.0/21,6252001
37.18.184.0/21,6290252
37.18.192.0/19,2661886
37.18.224.0/20,3190538
37.18.240.0/21,2510769
37.18.248.0/21,2017370
37.19.8.0/21,2802361
37.19.16.0/21,660013
37.19.24.0/21,2635167
37.19.32.0/19,2017370
37.19.64.0/21,3190538
37.19.72.0/21,2017370
37.19.80.0/20,130758
37.19.96.0/23,2963597
37.19.104.0/21,6290252
37.19.112.0/20,294640
37.19.128.0/18,3017382
37.19.192.0/23,2635167
37.19.224.0/19,2510769
37.20.0.0/14,2017370
37.24.0.0/16,2921044
37.25.0.0/19,102358
37.25.32.0/21,294640
37.25.40.0/22,3017382
37.25.44.0/22,2635167
37.25.48.0/21,2921044
37.25.56.0/21,3017382
37.25.64.0/21,2921044
37.25.72.0/21,3017382
37.25.80.0/21,718075
37.25.88.0/21,3042225
37.25.96.0/19,690791
37.25.128.0/17,2921044
37.26.0.0/18,587116
37.26.64.0/21,783754
37.26.72.0/23,2963597
37.26.74.0/23,2635167
37.26.80.0/21,783754
37.26.88.0/21,2635167
37.26.96.0/21,718075
37.26.104.0/21,2635167
37.26.112.0/20,2750405
37.26.128.0/20,617790
37.26.144.0/21,294640
37.26.152.0/21,2661886
37.26.160.0/21,798544
37.26.168.0/21,174982
37.26.176.0/20,3017382
37.26.192.0/21,798544
37.26.200.0/21,2921044
37.26.208.0/20,3144096
37.26.224.0/23,2750405
37.26.232.0/21,2017370
37.26.240.0/21,3017382
37.26.248.0/21,2510769
37.27.0.0/23,2921044
37.28.0.0/17,286963
37.28.128.0/21,3144096
37.28.136.0/21,2623032
37.28.152.0/21,798544
37.28.160.0/19,2017370
37.28.192.0/18,2264397
37.29.0.0/17,2017370
37.29.128.0/17,2510769
37.30.0.0/15,798544
37.32.0.0/19,130758
37.32.48.0/21,3144096
37.32.56.0/21,3017382
37.32.64.0/20,587116
37.32.80.0/20,3175395
37.32.96.0/22,2510769
37.32.100.0/24,2635167
37.32.101.0/24,2017370
37.32.102.0/24,2635167
37.32.103.0/24,2921044
37.32.104.0/21,3175395
37.32.112.0/20,130758
37.32.128.0/17,390903
37.33.0.0/16,660013
37.34.0.0/19,298795
37.34.32.0/20,3175395
37.34.48.0/20,2750405
37.34.64.0/21,2510769
37.34.72.0/21,3175395
37.34.80.0/22,6254930
37.34.96.0/19,617790
37.34.128.0/17,285570
37.35.0.0/21,3017382
37.35.8.0/21,6290252
37.35.16.0/20,660013
37.35.32.0/22,798549
37.35.64.0/21,783754
37.35.72.0/21,2635167
37.35.80.0/21,660013
37.35.88.0/21,2635167
37.35.96.0/21,2623032
37.35.104.0/24,2658434
37.35.128.0/19,2510769
37.36.0.0/16,285570
37.40.0.0/15,286963
37.42.0.0/15,102358
37.44.0.0/21,2921044
37.44.8.0/21,2750405
37.44.16.0/20,3077311
37.44.32.0/21,248816
37.44.40.0/21,2017370
37.44.48.0/21,660013
37.44.56.0/21,130758
37.44.64.0/18,630336
37.44.128.0/18,3144096
37.44.192.0/21,2017370
37.44.200.0/22,294640
37.44.204.0/22,2661886
37.44.208.0/22,3077311
37.44.212.0/24,597427
37.44.213.0/24,2782113
37.44.214.0/24,458258
37.44.215.0/24,2921044
37.44.216.0/22,6252001
37.44.220.0/22,2782113
37.44.224.0/22,2993457
37.44.228.0/22,2635167
37.44.232.0/22,690791
37.44.236.0/22,3017382
37.44.240.0/22,2802361
37.44.244.0/23,2921044
37.44.248.0/22,2623032
37.44.252.0/22,2017370
37.45.0.0/16,630336
37.46.0.0/21,2635167
37.46.8.0/22,2921044
37.46.12.0/22,798544
37.46.16.0/21,2963597
37.46.24.0/21,2635167
37.46.32.0/20,294640
37.46.48.0/22,2017370
37.46.64.0/21,719819
37.46.72.0/21,2510769
37.46.80.0/21,3077311
37.46.88.0/21,2510769
37.46.96.0/22,1522867
37.46.100.0/22,2921044
37.46.104.0/21,614540
37.46.112.0/24,2750405
37.46.128.0/21,2017370
37.46.136.0/21,2750405
37.46.144.0/22,2658434
37.46.148.0/24,2750405
37.46.152.0/21,2510769
37.46.160.0/19,2661886
37.46.192.0/22,2750405
37.46.200.0/21,2635167
37.46.208.0/21,3077311
37.46.216.0/21,690791
37.47.0.0/16,798544
37.48.0.0/18,3077311
37.48.64.0/22,2750405
37.48.128.0/18,163843
37.48.224.0/21,2635167
37.48.232.0/21,3202326
37.48.240.0/21,2635167
37.48.248.0/21,2017370
37.49.0.0/17,2921044
37.49.128.0/20,2623032
37.49.144.0/24,130758
37.49.152.0/21,2921044
37.49.160.0/19,2017370
37.49.224.0/21,3582678
37.49.232.0/21,3017382
37.49.240.0/20,2661886
37.50.0.0/15,2921044
37.52.0.0/14,690791
37.56.0.0/16,102358
37.57.0.0/16,690791
37.58.0.0/20,3057568
37.58.16.0/21,298795
37.58.24.0/21,2635167
37.58.32.0/21,2017370
37.58.40.0/21,2802361
37.58.48.0/20,2921044
37.58.64.0/18,2750405
37.58.128.0/27,3017382
37.60.0.0/21,2921044
37.60.8.0/21,3017382
37.60.16.0/21,2017370
37.60.24.0/21,798544
37.60.32.0/21,3175395
37.60.40.0/21,294640
37.60.48.0/20,3017382
37.60.64.0/18,2635167
37.60.128.0/21,3202326
37.60.136.0/22,732800
37.60.142.0/24,597427
37.60.143.0/24,732800
37.60.144.0/21,6254930
37.60.152.0/21,3017382
37.60.160.0/21,2623032
37.60.168.0/21,2921044
37.60.176.0/21,2017370
37.60.184.0/21,3017382
37.60.192.0/21,2750405
37.60.200.0/21,2921044
37.60.208.0/20,2017370
37.60.224.0/19,2921044
37.61.0.0/17,587116
37.61.128.0/20,2921044
37.61.144.0/20,2510769
37.61.160.0/20,3057568
37.61.176.0/21,2017370
37.61.184.0/21,2782113
37.61.192.0/24,2921044
37.61.224.0/24,2960313
37.61.225.0/24,597427
37.61.226.0/24,6252001
37.61.228.0/24,3175395
37.61.229.0/24,2960313
37.61.230.0/24,597427
37.61.231.0/24,2960313
37.61.232.0/21,2635167
37.61.240.0/21,3017382
37.61.248.0/21,2510769
37.62.0.0/16,2802361
37.63.0.0/17,732800
37.63.128.0/17,130758
37.64.0.0/13,3017382
37.72.0.0/19,2510769
37.72.32.0/21,3175395
37.72.40.0/21,690791
37.72.48.0/20,298795
37.72.64.0/19,2017370
37.72.96.0/20,2750405
37.72.112.0/21,2635167
37.72.120.0/21,798544
37.72.128.0/24,1819730
37.72.129.0/24,690791
37.72.130.0/24,732800
37.72.131.0/24,1819730
37.72.132.0/24,2635167
37.72.133.0/24,3202326
37.72.134.0/24,2750405
37.72.137.0/24,3017382
37.72.138.0/24,2750405
37.72.139.0/24,241170
37.72.140.0/24,2017370
37.72.141.0/24,6252001
37.72.142.0/24,614540
37.72.143.0/24,1819730
37.72.144.0/21,2921044
37.72.152.0/21,2635167
37.72.160.0/21,2802361
37.72.168.0/23,6252001
37.72.176.0/21,2017370
37.72.184.0/23,241170
37.72.192.0/19,3017382
37.73.0.0/16,690791
37.74.0.0/16,2750405
37.75.0.0/21,2017370
37.75.8.0/21,298795
37.75.16.0/20,617790
37.75.32.0/19,2562770
37.75.64.0/18,617790
37.75.128.0/21,614540
37.75.136.0/21,2782113
37.75.144.0/21,248816
37.75.152.0/21,2750405
37.75.160.0/19,2623032
37.75.192.0/20,2017370
37.75.208.0/21,6254930
37.75.216.0/21,2017370
37.75.224.0/21,2750405
37.75.232.0/21,2635167
37.75.240.0/21,130758
37.75.248.0/21,2017370
37.76.0.0/17,719819
37.76.128.0/18,2017370
37.76.192.0/19,6254930
37.76.224.0/20,102358
37.77.0.0/19,298795
37.77.32.0/20,3017382
37.77.48.0/21,99237
37.77.56.0/24,2750405
37.77.64.0/20,99237
37.77.80.0/21,3577718
37.77.88.0/21,732800
37.77.96.0/21,3175395
37.77.104.0/21,2017370
37.77.112.0/20,3175395
37.77.128.0/24,1522867
37.77.129.0/24,2017370
37.77.136.0/21,3175395
37.77.144.0/24,617790
37.77.145.0/24,3077311
37.77.146.0/24,241170
37.77.149.0/24,3077311
37.77.150.0/24,2017370
37.77.151.0/24,2750405
37.77.152.0/21,798544
37.77.160.0/21,3175395
37.77.168.0/21,6290252
37.77.176.0/21,2635167
37.77.184.0/23,6252001
37.77.192.0/21,2635167
37.77.200.0/21,2921044
37.77.208.0/20,3175395
37.77.224.0/19,3077311
37.78.0.0/15,2017370
37.80.0.0/12,2921044
37.96.0.0/16,2623032
37.97.64.0/19,3017382
37.97.112.0/22,798549
37.97.124.0/22,2510769
37.97.128.0/17,2750405
37.98.0.0/17,130758
37.98.128.0/20,660013
37.98.144.0/22,2635167
37.98.152.0/21,1220409
37.98.160.0/19,2017370
37.98.192.0/21,2782113
37.98.200.0/21,2510769
37.98.208.0/20,798544
37.98.224.0/21,99237
37.98.232.0/21,6252001
37.98.240.0/20,2017370
37.99.0.0/17,1522867
37.99.128.0/18,102358
37.99.192.0/21,390903
37.99.200.0/21,2921044
37.99.208.0/21,3175395
37.99.216.0/21,2017370
37.99.224.0/19,3175395
37.104.0.0/14,102358
37.108.0.0/15,798544
37.110.0.0/17,2017370
37.110.160.0/19,614540
37.110.192.0/21,3017382
37.110.200.0/21,2658434
37.110.208.0/21,1512440
37.110.216.0/22,2963597
37.110.224.0/20,2017370
37.110.248.0/21,2635167
37.111.0.0/17,1327865
37.111.128.0/18,1168579
37.111.192.0/18,1210997
37.112.0.0/15,2017370
37.114.8.0/21,3175395
37.114.16.0/20,2017370
37.114.32.0/23,2921044
37.114.64.0/21,3017382
37.114.72.0/21,2562770
37.114.80.0/21,660013
37.114.88.0/21,2750405
37.114.96.0/19,2921044
37.114.128.0/18,587116
37.114.192.0/18,130758
37.115.0.0/16,690791
37.116.0.0/14,3175395
37.120.0.0/17,2921044
37.120.128.0/24,798549
37.120.160.0/22,2921044
37.120.192.0/24,798549
37.121.0.0/16,102358
37.122.0.0/17,2017370
37.122.128.0/20,2921044
37.122.144.0/22,2661886
37.122.148.0/23,1269750
37.122.152.0/22,294640
37.122.158.0/23,6254930
37.122.160.0/19,3194884
37.122.192.0/21,2635167
37.122.200.0/21,3017382
37.122.208.0/21,2921044
37.122.216.0/22,2510769
37.122.220.0/22,2782113
37.122.224.0/20,298795
37.122.240.0/21,2623032
37.122.248.0/21,2635167
37.123.0.0/18,298795
37.123.64.0/19,248816
37.123.96.0/21,298795
37.123.104.0/21,2921044
37.123.112.0/24,2635167
37.123.120.0/21,2921044
37.123.128.0/18,2661886
37.123.192.0/22,2077456
37.123.200.0/21,798544
37.123.208.0/23,2750405
37.123.216.0/21,2017370
37.123.224.0/21,2661886
37.123.232.0/21,2802361
37.123.240.0/21,3175395
37.123.248.0/21,2635167
37.124.0.0/15,102358
37.128.0.0/17,798544
37.128.128.0/21,2635167
37.128.136.0/21,3175395
37.128.144.0/21,2750405
37.128.152.0/21,798544
37.128.168.0/21,2510769
37.128.176.0/21,2658434
37.128.184.0/21,2635167
37.128.192.0/25,6252001
37.128.200.0/22,587116
37.128.208.0/20,2623032
37.128.224.0/20,798549
37.128.240.0/21,2077456
37.129.0.0/16,130758
37.130.0.0/18,798544
37.130.64.0/19,298795
37.130.128.0/20,2921044
37.130.144.0/21,2510769
37.130.152.0/21,3175395
37.130.160.0/19,660013
37.130.192.0/22,2017370
37.130.200.0/21,130758
37.130.208.0/21,2510769
37.130.216.0/21,3175395
37.130.224.0/24,6252001
37.130.232.0/21,2635167
37.130.240.0/21,732800
37.130.248.0/21,2635167
37.131.0.0/17,290291
37.131.128.0/19,798544
37.131.176.0/21,2921044
37.131.184.0/21,2658434
37.131.192.0/19,2017370
37.131.224.0/21,614540
37.131.232.0/21,2921044
37.131.248.0/21,298795
37.132.0.0/14,2510769
37.136.0.0/16,660013
37.137.0.0/16,130758
37.138.0.0/16,2921044
37.139.0.0/19,6252001
37.139.32.0/20,2017370
37.139.64.0/24,690791
37.139.72.0/21,798544
37.139.80.0/21,2017370
37.139.88.0/21,3175395
37.139.96.0/23,2017370
37.139.112.0/21,783754
37.139.120.0/21,3017382
37.139.128.0/24,732800
37.139.131.0/24,1819730
37.139.132.0/22,934292
37.139.136.0/21,2750405
37.139.144.0/21,798544
37.139.152.0/21,2661886
37.139.160.0/19,458258
37.139.192.0/18,2017370
37.140.200.0/21,2960313
37.140.208.0/21,298795
37.140.216.0/24,290557
37.140.217.0/24,798544
37.140.218.0/24,3175395
37.140.219.0/24,2623032
37.140.220.0/24,3077311
37.140.221.0/24,241170
37.140.222.0/24,2750405
37.140.223.0/24,146669
37.140.224.0/21,3017382
37.140.232.0/21,6252001
37.140.240.0/24,2750405
37.140.241.0/24,2017370
37.140.242.0/24,298795
37.140.243.0/24,1522867
37.140.244.0/24,597427
37.140.245.0/24,2017370
37.140.246.0/24,2921044
37.140.247.0/24,290557
37.140.248.0/24,2017370
37.140.249.0/24,2750405
37.140.250.0/24,690791
37.140.252.0/24,2750405
37.140.253.0/24,614540
37.140.254.0/24,2750405
37.140.255.0/24,241170
37.141.0.0/16,102358
37.142.0.0/16,294640
37.143.0.0/22,2802361
37.143.8.0/21,2017370
37.143.32.0/21,2750405
37.143.40.0/21,2921044
37.143.48.0/22,3144096
37.143.52.0/22,3017382
37.143.56.0/22,2921044
37.143.60.0/24,290557
37.143.64.0/21,453733
37.143.72.0/21,719819
37.143.80.0/21,2750405
37.143.88.0/21,690791
37.143.96.0/20,2017370
37.143.112.0/21,3077311
37.143.120.0/21,2510769
37.143.128.0/24,6251999
37.143.132.0/22,690791
37.143.136.0/21,2635167
37.143.144.0/21,130758
37.143.152.0/21,614540
37.143.160.0/20,798549
37.143.176.0/20,2782113
37.143.192.0/18,732800
37.144.0.0/14,2017370
37.148.0.0/17,130758
37.148.128.0/21,2750405
37.148.136.0/21,2921044
37.148.144.0/21,3144096
37.148.152.0/21,2921044
37.148.160.0/21,2750405
37.148.168.0/21,458258
37.148.176.0/21,2802361
37.148.184.0/24,2750405
37.148.200.0/21,2921044
37.148.208.0/21,298795
37.148.216.0/23,2635167
37.148.224.0/21,3175395
37.148.232.0/21,2921044
37.148.240.0/21,3017382
37.148.248.0/22,130758
37.148.252.0/22,3017382
37.149.0.0/16,146669
37.150.0.0/15,1522867
37.152.0.0/21,248816
37.152.8.0/21,2750405
37.152.16.0/20,798544
37.152.32.0/20,2635167
37.152.56.0/21,2661886
37.152.64.0/21,2629691
37.152.72.0/21,298795
37.152.80.0/20,2510769
37.152.96.0/19,3057568
37.152.128.0/19,2510769
37.152.160.0/19,130758
37.152.192.0/18,2635167
37.153.0.0/18,2017370
37.153.72.0/21,2635167
37.153.80.0/21,2658434
37.153.88.0/21,2510769
37.153.96.0/21,6252001
37.153.128.0/22,130758
37.153.132.0/24,6252001
37.153.133.0/24,660013
37.153.134.0/25,597427
37.153.135.0/24,3175395
37.153.136.0/24,798549
37.153.137.0/24,298795
37.153.138.0/23,2661886
37.153.140.0/22,3017382
37.153.144.0/21,390903
37.153.152.0/22,3017382
37.153.156.0/24,2782113
37.153.158.0/24,290557
37.153.159.0/24,1512440
37.153.160.0/21,390903
37.153.168.0/22,2750405
37.153.172.0/23,2661886
37.153.174.0/23,6290252
37.153.176.0/20,130758
37.153.192.0/18,2750405
37.154.0.0/15,298795
37.156.0.0/22,130758
37.156.4.0/24,798549
37.156.5.0/24,290557
37.156.6.0/25,597427
37.156.7.0/24,798549
37.156.8.0/21,130758
37.156.32.0/23,798544
37.156.35.0/24,798549
37.156.38.0/23,3042142
37.156.40.0/21,2658434
37.156.48.0/20,130758
37.156.64.0/23,2635167
37.156.66.0/24,2750405
37.156.67.0/24,798549
37.156.68.0/24,2629691
37.156.69.0/24,2750405
37.156.71.0/24,798549
37.156.72.0/22,2635167
37.156.76.0/22,2510769
37.156.80.0/20,2921044
37.156.96.0/22,3175395
37.156.100.0/22,130758
37.156.104.0/23,99237
37.156.108.0/22,2510769
37.156.112.0/20,130758
37.156.148.0/22,3175395
37.156.152.0/21,130758
37.156.168.0/22,3175395
37.156.172.0/24,2510769
37.156.173.0/24,2635167
37.156.174.0/24,3175395
37.156.175.0/24,614540
37.156.176.0/22,130758
37.156.180.0/22,798549
37.156.184.0/24,3077311
37.156.188.0/22,2510769
37.156.192.0/20,2661886
37.156.208.0/22,3175395
37.156.212.0/22,130758
37.156.216.0/25,597427
37.156.224.0/23,798549
37.156.226.0/24,3017382
37.156.227.0/24,798549
37.156.228.0/22,2750405
37.156.232.0/21,130758
37.156.244.0/24,3175395
37.156.245.0/24,798549
37.156.246.0/24,298795
37.156.247.0/24,2750405
37.156.248.0/22,130758
37.156.252.0/22,2750405
37.157.0.0/21,2623032
37.157.8.0/21,3017382
37.157.16.0/20,2017370
37.157.32.0/21,2635167
37.157.40.0/21,2921044
37.157.48.0/21,2635167
37.157.56.0/21,3017382
37.157.64.0/18,453733
37.157.128.0/21,3017382
37.157.136.0/21,732800
37.157.144.0/21,597427
37.157.152.0/21,2960313
37.157.160.0/19,732800
37.157.192.0/21,3077311
37.157.200.0/21,798544
37.157.208.0/20,174982
37.157.224.0/21,3017382
37.157.232.0/21,2017370
37.157.240.0/21,2635167
37.157.248.0/21,2921044
37.158.0.0/16,2510769
37.159.0.0/16,3175395
37.160.0.0/14,3017382
37.176.0.0/13,3175395
37.184.0.0/15,2802361
37.186.0.0/20,2782113
37.186.24.0/21,102358
37.186.32.0/19,289688
37.186.64.0/18,174982
37.186.128.0/17,3175395
37.187.0.0/22,3017382
37.188.0.0/18,2017370
37.188.64.0/20,2750405
37.188.80.0/21,719819
37.188.88.0/21,3017382
37.188.96.0/19,2635167
37.188.128.0/17,3077311
37.189.0.0/16,2264397
37.190.0.0/17,2017370
37.190.128.0/17,798544
37.191.0.0/18,719819
37.191.64.0/19,130758
37.191.96.0/19,2635167
37.191.128.0/17,3144096
37.192.0.0/14,2017370
37.196.0.0/14,2661886
37.200.0.0/18,3144096
37.200.64.0/20,2017370
37.200.80.0/22,3175395
37.200.84.0/24,2921044
37.200.85.0/24,2750405
37.200.86.0/24,2658434
37.200.87.0/24,298795
37.200.88.0/21,2017370
37.200.96.0/22,2921044
37.200.104.0/21,6252001
37.200.112.0/21,2635167
